AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
goat,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Yes,хомячок,"Обухание выменения, Изменение в молоке, Вздутый, Нежный, чтобы прикоснуться, Боль"
goat,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Yes,хомячок,"Высокая температура, Респираторный дистресс, Глазное выделение, Поражение рта, Носовая выделение"
goat,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Yes,хомячок,"Высокая температура, Поражение раны, Избыток слюны, Трудно в ходьбе, Боль"
goat,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Yes,хомячок,"Истощение, Отек в нижней челюсти, Кашель, Дрожь, Анемия"
goat,Fever,Reduce growth,Kid moratality,Weakness,Dullness,Yes,хомячок,"Высокая температура, Уменьшить рост, Детская смертность, Слабость, Тупость"
goat,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia,Yes,хомячок,"Высокая температура, Уменьшить рост, Отек в нижней челюсти, Потеря веса, Анемия"
goat,Emaciation,Diarrhea,Kid moratality,Weakness,Anemia,Yes,хомячок,"Истощение, Диарея, Детская смертность, Слабость, Анемия"
goat,SkinAllergy,Reduce growth,Wound,Head ache,Dizziness,Yes,хомячок,"Аллергия на кожи, Уменьшить рост, Ранить, Головная боль, Головокружение"
goat,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production,Yes,хомячок,"Полив глаз, Покраснение белого глаза, Отек века, Роговица становится облачной, Слезное производство"
goat,Berberi,Wasting,Nervous,Weight loss,Anorexia,Yes,хомячок,"Бербери, Впустую, Нервный, Потеря веса, Анорексия"
goat,Gastritis,morbidity,Bloody,Mortality,Anemia,Yes,хомячок,"Гастрит, заболеваемость, Кровавый, Смертность, Анемия"
deer,Fever,Severe headache,Vomiting,Coughing,Fatique,Yes,хомячок,"Высокая температура, Сильная головная боль, Рвота, Кашель, Фатик"
deer,Fever,Tiredness,Swollen kidney,Hematuria,Muscle aches,Yes,хомячок,"Высокая температура, Усталость, Опухшая почка, Гематурия, Мышечные боли"
deer,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody,Yes,хомячок,"Высокая температура, Диарея, Снижение аппетита, Рвота, Кровавый"
deer,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea,Yes,хомячок,"Газ, Диарея, Брюшная дискомфорт, Рвота, Тошнота"
deer,Drooping ears,Lack of coordination,Drooling,Wasting,Listlessness,Yes,хомячок,"Опубликовывающие уши, Отсутствие координации, Слюни, Впустую, Вялость"
chicken,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing,Yes,птица,"Отек, диарея, Носовая выделение, Снижение производства яиц, Чихание"
chicken,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea,No,птица,"Опубликовывающие крылья, Депрессия, Носовая выделение, Кашель, Зеленоватая диарея"
chicken,Weakness,Yellow or green dropping,Purplish combs,Wattles,Drop on egg production,No,птица,"Слабость, Желтый или зеленый падение, Пурпурные расчески, Wattles, Падать на производство яиц"
chicken,Neck paralysis,Diarrhea,ruffled feathers,Labored breathing,Weakness,No,птица,"Паралич шеи, Диарея, рюшат перья, Затрудненное дыхание, Слабость"
chicken,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge,No,птица,"Отек лица, Лэктримация, Диарея, Анорексия, Носовая выделение"
chicken,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia,No,птица,"потеря аппетита, Депрессия, Парализованная нога, Потеря веса, Анемия"
chicken,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion,No,птица,"Уныние, Потеря аппетита, Медленный рост, Диарея, Поражение"
chicken,Severe swellimg,Heavy Breathing,Diarrhea,Weight loss,Pain,No,птица,"Тяжелый отек, Тяжелое дыхание, Диарея, Потеря веса, Боль"
chicken,Weakness,Diarrhea,High moratality,Dehydration,Anorexia,No,птица,"Слабость, Диарея, Высокая смертность, Обезвоживание, Анорексия"
monkey,Fever,Hepatitis,Skin rashes,Weight loss,Pain,No,хомячок,"Высокая температура, Гепатит, Кожная сыпь, Потеря веса, Боль"
monkey,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,No,хомячок,"Чихание, Эпистаксис, Кашель, Трудность в дыхании, Носовая выделение"
monkey,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Yes,хомячок,"Чихание, Односторонний носовый выписка, Заталкивать, Ретч, Потеря веса"
monkey,Fever,Depression,Coughing,Weight loss,Anorexia,Yes,хомячок,"Высокая температура, Депрессия, Кашель, Потеря веса, Анорексия"
monkey,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Yes,хомячок,"Мелкое дыхание, Галитоз, Кашель, Летаргия, Носовая выделение"
monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Yes,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Инфекция"
monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Yes,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Боль"
monkey,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Обезвоживание"
monkey,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Отек лица, Одышка"
monkey,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Носовая выделение"
monkey,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Yes,хомячок,"Смертность, Болезненный, Кашель, Потеря веса, Носовая выделение"
monkey,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes,хомячок,"Кожная сыпь, Диарея, Смерть, Отек лица, Боль"
monkey,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes,хомячок,"Высокая температура, Одышка, Кашель, Летаргия, Потеря веса"
monkey,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes,хомячок,"Высокая температура, Одышка, Кашель, слабость, Анорексия"
